Name,Gender,LastLetter,LastTwoLetter,FirstLetter
Ashutosh,1,h,sh,A
Meghamala,2,a,la,M
Sahib,1,b,ib,S
Pragya,2,a,ya,P
Kranti,2,i,ti,K
Tulika,2,a,ka,T
Aarushi,2,i,hi,A
Abhicandra,1,a,ra,A
Pratigya,2,a,ya,P
Devak,1,k,ak,D
Kashiprasad,1,d,ad,K
Madhavi,2,i,vi,M
Charusila,2,a,la,C
Chithayu,1,u,yu,C
Manmayi,2,i,yi,M
Mahajabeen,2,n,en,M
Krishnakumar,1,r,ar,K
Kailas,1,s,as,K
Nidhyathi,2,i,hi,N
Nainika,2,a,ka,N
Madirakshi,2,i,hi,M
Adil,1,l,il,A
Devadyumna,1,a,na,D
Harijatha,2,a,ha,H
Rupal,2,l,al,R
Eka,2,a,ka,E
Ilampirai,2,i,ai,I
Soham,1,m,am,S
Acalapati,1,i,ti,A
Naveen,1,n,en,N
Jalendu,1,u,du,J
Shrivalli,2,i,li,S
Wajeeh,1,h,eh,W
Kumar,1,r,ar,K
Sudhan,1,n,an,S
Ilanthirayan,1,n,an,I
Agneya,1,a,ya,A
Oma,2,a,ma,O
Kali,2,i,li,K
Ajaatshatru,1,u,ru,A
Rishabh,1,h,bh,R
Hariraj,1,j,aj,H
Abhay,1,y,ay,A
Gudiya,2,a,ya,G
Neelabja,2,a,ja,N
Punit,1,t,it,P
Soumil,1,l,il,S
Sarbani,2,i,ni,S
Sharvani,2,i,ni,S
Tripuri,2,i,ri,T
Punita,1,a,ta,P
Shandar,1,r,ar,S
Naisha,2,a,ha,N
Danvir,1,r,ir,D
Suday,1,y,ay,S
Sonika,2,a,ka,S
Mrudu,2,u,du,M
Ramavatar,1,r,ar,R
Puji,2,i,ji,P
Radhakrishna,1,a,na,R
Jaspal,1,l,al,J
Dhruv,1,v,uv,D
Ketan,1,n,an,K
Prama,2,a,ma,P
Mannan,1,n,an,M
Kunjabihari,1,i,ri,K
Chitrarath,1,h,th,C
Ranjini,2,i,ni,R
Tarika,2,a,ka,T
Thirumal,1,l,al,T
Muralidhar,1,r,ar,M
Muhilan,1,n,an,M
Adrika,2,a,ka,A
Arghya,1,a,ya,A
Tarak,1,k,ak,T
Suhrit,1,t,it,S
Sunetra,2,a,ra,S
Jehangir,1,r,ir,J
Anshu,1,u,hu,A
Chakrika,2,a,ka,C
Harmya,2,a,ya,H
Sarjana,2,a,na,S
Khushboo,2,o,oo,K
Ambalika,2,a,ka,A
Rashmika,2,a,ka,R
Ayeh,2,h,eh,A
Dasharath,1,h,th,D
Jagachandra,1,a,ra,J
Irshaad,1,d,ad,I
Ritu,2,u,tu,R
Subramani,1,i,ni,S
Charvi,2,i,vi,C
Purushottam,1,m,am,P
Nithilam,2,m,am,N
Vedavrata,1,a,ta,V
Jagadayu,1,u,yu,J
Durga,2,a,ga,D
Ekalavya,1,a,ya,E
Dyumna,2,a,na,D
Sampriti,2,i,ti,S
Chitrarekha,2,a,ha,C
Pari,2,i,ri,P
Rajashri,2,i,ri,R
Kushik,1,k,ik,K
Chumban,2,n,an,C
Ankush,1,h,sh,A
Sunayani,2,i,ni,S
Deshna,2,a,na,D
Tanuja,2,a,ja,T
Nauka,2,a,ka,N
Tarunika,2,a,ka,T
Kalash,1,h,sh,K
Krishi,2,i,hi,K
Shrikirti,2,i,ti,S
Kartikeya,1,a,ya,K
Bulbul,2,l,ul,B
Lingappan,1,n,an,L
Adhik,1,k,ik,A
Saranya,2,a,ya,S
Rambha,2,a,ha,R
Anumati,2,i,ti,A
Sanjiv,1,v,iv,S
Umrao,2,o,ao,U
Baidehi,2,i,hi,B
Aadarsh,1,h,sh,A
Ganjan,1,n,an,G
Devadarshan,1,n,an,D
Kalyani,2,i,ni,K
Malaya,1,a,ya,M
Ganesh,1,h,sh,G
Farha,2,a,ha,F
Adesh,1,h,sh,A
Pritika,2,a,ka,P
Alagan,1,n,an,A
Shridevi,2,i,vi,S
Deepinder,1,r,er,D
Gunitha,2,a,ha,G
Chanchari,2,i,ri,C
Shabab,2,b,ab,S
Adya,2,a,ya,A
Prapti,2,i,ti,P
Nagasri,2,i,ri,N
Gandharaj,1,j,aj,G
Kilimoli,2,i,li,K
Yatisa,1,a,sa,Y
Sujata,2,a,ta,S
Prasana,2,a,na,P
Kovida,1,a,da,K
Chandani,2,i,ni,C
Sabhya,1,a,ya,S
Archita,2,a,ta,A
Sarwar,1,r,ar,S
Madhukar,1,r,ar,M
Ramswaroop,1,p,op,R
Uday,1,y,ay,U
"Farukh, Farokh",1,h,kh,F
Angana,2,a,na,A
Kamitha,2,a,ha,K
Brijabala,2,a,la,B
Lalita,2,a,ta,L
Vanca,2,a,ca,V
Gambheer,1,r,er,G
Anhithi,2,i,hi,A
Mehul,2,l,ul,M
Vijeta,2,a,ta,V
Prashansa,2,a,sa,P
Vanajaksi,2,i,si,V
Chandrakin,2,n,in,C
Kshiti,2,i,ti,K
Sanemi,2,i,mi,S
Swadhinta,2,a,ta,S
Mrigankamouli,1,i,li,M
Sneha,2,a,ha,S
Kimaya,2,a,ya,K
Teertha,2,a,ha,T
Amar,1,r,ar,A
Kala,2,a,la,K
Priya,1,a,ya,P
Abja,2,a,ja,A
Niharika,2,a,ka,N
Seemanti,2,i,ti,S
Kalyan,1,n,an,K
Nikhat,1,t,at,N
Rajanikanta,1,a,ta,R
Namacharya,1,a,ya,N
Giridari,1,i,ri,G
Jag,1,g,ag,J
Bibek,1,k,ek,B
Chatura,2,a,ra,C
Trailokva,1,a,va,T
Naresh,1,h,sh,N
Acchindra,1,a,ra,A
Fajyaz,2,z,az,F
Labuki,2,i,ki,L
Nalika,2,a,ka,N
Ahijit,1,t,it,A
Parvani,2,i,ni,P
Ramratan,1,n,an,R
Navrang,1,g,ng,N
Krishnakanta,1,a,ta,K
Kriya,2,a,ya,K
Javed,1,d,ed,J
Dehabhuj,1,j,uj,D
Ekanjeet,1,t,et,E
Kanwaljeet,1,t,et,K
Mitravinda,2,a,da,M
Shaistakhan,1,n,an,S
Sarani,2,i,ni,S
Iravan,1,n,an,I
Sudhir,1,r,ir,S
Utanka,1,a,ka,U
Nipuna,2,a,na,N
Dhitha,2,a,ha,D
Madhu,1,u,hu,M
Nina,2,a,na,N
Rabhya,2,a,ya,R
Jalbhushan,1,n,an,J
Madangopal,1,l,al,M
Avinash,1,h,sh,A
Nirupam,1,m,am,N
Vishwanath,1,h,th,V
Amitrasudan,1,n,an,A
Jnanaprakash,1,h,sh,J
Sunasi,1,i,si,S
Avnita,2,a,ta,A
Shubhranshu,1,u,hu,S
Laksh,1,h,sh,L
Lalitkishore,1,e,re,L
Chayana,2,a,na,C
Nirvani,2,i,ni,N
Kshanika,2,a,ka,K
Sanvali,2,i,li,S
Tanay,1,y,ay,T
Nibodh,1,h,dh,N
Kokila,2,a,la,K
Chitramaya,2,a,ya,C
Elil,1,l,il,E
Suneet,1,t,et,S
Srijan,1,n,an,S
Chirag,1,g,ag,C
Chitrita,2,a,ta,C
Vineet,1,t,et,V
Harish,1,h,sh,H
Githika,2,a,ka,G
Aditi,2,i,ti,A
Kanal,1,l,al,K
Ishat,1,t,at,I
Ecchumati,2,i,ti,E
Panna,2,a,na,P
Brahmacharini,2,i,ni,B
Iham,1,m,am,I
Mehmood,1,d,od,M
Seemantini,2,i,ni,S
Shoorsen,1,n,en,S
Tirthankara,1,a,ra,T
Bhupathi,1,i,hi,B
Inbanathan,1,n,an,I
Elili,2,i,li,E
Haroon,1,n,on,H
Kalavathi,2,i,hi,K
Abdul-Hameed,1,d,ed,A
Charita,2,a,ta,C
Kotijit,1,t,it,K
Susmita,2,a,ta,S
Brinda,2,a,da,B
Daaruk,1,k,uk,D
Nilay,1,y,ay,N
Shree,2,e,ee,S
Mudra,2,a,ra,M
Gulab,2,b,ab,G
Swaraj,1,j,aj,S
Sumati,2,i,ti,S
Edhitha,2,a,ha,E
Ambuja,2,a,ja,A
Shanti,2,i,ti,S
Mehboob,1,b,ob,M
Shashanka,1,a,ka,S
Apparajito,1,o,to,A
Sharvari,2,i,ri,S
Tridhara,2,a,ra,T
Bhadra,2,a,ra,B
Vendan,1,n,an,V
Yashoda,2,a,da,Y
Hridik,1,k,ik,H
Manav,1,v,av,M
Rugu,2,u,gu,R
Padmesh,1,h,sh,P
Vikranta,1,a,ta,V
Nanak,1,k,ak,N
Indivar,1,r,ar,I
Rangana,2,a,na,R
Bahuputri,2,i,ri,B
Kumari,2,i,ri,K
Amulya,1,a,ya,A
Bijli,2,i,li,B
Shirin,2,n,in,S
Kananbala,2,a,la,K
Tunga,2,a,ga,T
Chevatkodiyon,1,n,on,C
Thamarai,2,i,ai,T
Tapani,2,i,ni,T
Neel,1,l,el,N
Mukti,2,i,ti,M
Isha,2,a,ha,I
Rampratap,1,p,ap,R
Nitya,2,a,ya,N
Jagamohana,1,a,na,J
Tukaram,1,m,am,T
Pururava,1,a,va,P
Jasapal,1,l,al,J
Archan,1,n,an,A
Priyal,2,l,al,P
Jaidhara,1,a,ra,J
Taral,1,l,al,T
Veera,1,a,ra,V
Chandraleksha,2,a,ha,C
Savanth,1,h,th,S
Jaisinha,1,a,ha,J
Ekatan,1,n,an,E
Narun,1,n,un,N
Udyam,1,m,am,U
Mareechi,1,i,hi,M
Pramada,2,a,da,P
Angad,1,d,ad,A
Sudhithi,2,i,hi,S
Irumporai,1,i,ai,I
Balgopal,1,l,al,B
Menitha,2,a,ha,M
Aiman,1,n,an,A
Gyan; Gyani,1,i,ni,G
Prathysha,2,a,ha,P
Jusal,1,l,al,J
Nimisha,2,a,ha,N
Shyam,1,m,am,S
Shubhang,1,g,ng,S
Sanjith,1,h,th,S
Jyotirmoyee,2,e,ee,J
Hiranyadha,2,a,ha,H
Logambal,2,l,al,L
Tariq,1,q,iq,T
Ziyad,1,d,ad,Z
Shubhendu,1,u,du,S
Shrenik,1,k,ik,S
Samiya,2,a,ya,S
Ramprasad,1,d,ad,R
Aravan,1,n,an,A
Chahna,2,a,na,C
Daniel,1,l,el,D
Jalindra,1,a,ra,J
Mandana,2,a,na,M
Dwij,1,j,ij,D
Govardhan,1,n,an,G
Magadhi,2,i,hi,M
Monisha,2,a,ha,M
"Shamshu, Shamshad",1,d,ad,S
Kripa,2,a,pa,K
Sanjivani,2,i,ni,S
Gauri,2,i,ri,G
Mohnish,1,h,sh,M
Parameshwari,2,i,ri,P
Shubhra,2,a,ra,S
Gatita,2,a,ta,G
Akhilesh,1,h,sh,A
Manju,2,u,ju,M
"Atul, Atulya",1,a,ya,A
Haraksa,1,a,sa,H
Harshavardhan,1,n,an,H
Dayasagara,1,a,ra,D
Kunran,1,n,an,K
Yaalchelvan,1,n,an,Y
Raivath,1,h,th,R
Sabri,2,i,ri,S
Saroj,2,j,oj,S
Haripriya,2,a,ya,H
Acaryanandana,1,a,na,A
Noopur,2,r,ur,N
Charu,1,u,ru,C
Samudrasen,1,n,en,S
Ramkumar,1,r,ar,R
Bageshri,2,i,ri,B
Sarit,2,t,it,S
"Sumeet, Sumit",1,t,it,S
Akhil,1,l,il,A
Dilber,2,r,er,D
Mekhala,2,a,la,M
Tapomay,1,y,ay,T
Harekrishna,1,a,na,H
Avani,2,i,ni,A
Atal,1,l,al,A
Sumedha,2,a,ha,S
Shalin,2,n,in,S
Nehal,2,l,al,N
Sati,2,i,ti,S
Sananda,2,a,da,S
Ikshu,2,u,hu,I
Kush,1,h,sh,K
Keyuri,2,i,ri,K
Chaitanya,2,a,ya,C
Kunshi,2,i,hi,K
Parnik,2,k,ik,P
Shrinath,1,h,th,S
Javesh,1,h,sh,J
Kalpana,2,a,na,K
Zayd,1,d,yd,Z
Sawan,1,n,an,S
Ikshitha,2,a,ha,I
Husnain,1,n,in,H
Qayyam,1,m,am,Q
Aghat,1,t,at,A
Aaratrika,2,a,ka,A
Amari,2,i,ri,A
Namrata,2,a,ta,N
Vyomaang,1,g,ng,V
Shubhankar,1,r,ar,S
Hemadri,1,i,ri,H
Rupak,1,k,ak,R
Chandramukhi,2,i,hi,C
Sadhya,2,a,ya,S
Meera,2,a,ra,M
Maaran,1,n,an,M
Chandrani,2,i,ni,C
Jairaj,1,j,aj,J
Nagendra,1,a,ra,N
Satyaki,1,i,ki,S
"Gopi, Gopika",2,a,ka,G
Acalesvara,1,a,ra,A
Akshit,1,t,it,A
Aadarshini,2,i,ni,A
Trinetra,2,a,ra,T
Iravati,2,i,ti,I
Agnikumara,1,a,ra,A
Shreyas,1,s,as,S
Dhairyash,1,h,sh,D
Jacob,1,b,ob,J
Shakyasinha,1,a,ha,S
Chanasya,2,a,ya,C
Mananya,2,a,ya,M
Deepali,2,i,li,D
Nyneishia,2,a,ia,N
Amrusha,2,a,ha,A
Pakhi,2,i,hi,P
Jahan,1,n,an,J
Kaviraj,1,j,aj,K
Achyut,1,t,ut,A
Dishen,1,n,en,D
Fadi,1,i,di,F
Sakina,2,a,na,S
Palanikumar,1,r,ar,P
Izna,2,a,na,I
Romila,2,a,la,R
Sachet,1,t,et,S
Yamini,2,i,ni,Y
Saleem,1,m,em,S
Omanand,1,d,nd,O
Ramila,2,a,la,R
Aabharana,2,a,na,A
Kaustav,1,v,av,K
Bhayanashini,2,i,ni,B
Varuna,2,a,na,V
Tuhinsurra,1,a,ra,T
Harita,2,a,ta,H
Sundaravel,1,l,el,S
Nimita,2,a,ta,N
Keemaya,2,a,ya,K
Meenakshi,2,i,hi,M
Bhagavathi,2,i,hi,B
Punthali,2,i,li,P
Treya,2,a,ya,T
Vyomdev,1,v,ev,V
Minnoli,2,i,li,M
Netravati,2,i,ti,N
"Asit, Ashit",1,t,it,A
Ganitha,2,a,ha,G
Priyamvada,2,a,da,P
Mohak,1,k,ak,M
Sivanta,1,a,ta,S
Rajeev,1,v,ev,R
Banhi,2,i,hi,B
Abhirathi,2,i,hi,A
Hari,1,i,ri,H
Sumanta,1,a,ta,S
Paandu,1,u,du,P
Kalapini,2,i,ni,K
Mitra,1,a,ra,M
Saujanya,2,a,ya,S
Palak,2,k,ak,P
Rajalakshmi,2,i,mi,R
Devnarayan,1,n,an,D
Urja,2,a,ja,U
Ishanika,2,a,ka,I
Paranjay,1,y,ay,P
Ilamurugu,1,u,gu,I
Denise,1,e,se,D
Manaka,2,a,ka,M
Arivunambi,1,i,bi,A
Parnal,2,l,al,P
Meghashyam,1,m,am,M
Udantika,2,a,ka,U
Tamasa,2,a,sa,T
Saanjh,2,h,jh,S
"Lav, Luv",1,v,uv,L
Vrinda,2,a,da,V
Abdul-Jabaar,1,r,ar,A
Unnat,1,t,at,U
Bharat,1,t,at,B
Rijuta,2,a,ta,R
Yogendra,1,a,ra,Y
Giridhar,1,r,ar,G
Kajal,2,l,al,K
Adwaita,1,a,ta,A
Induja,2,a,ja,I
Sutanuka,2,a,ka,S
Jaigath,1,h,th,J
Ekantha,2,a,ha,E
Raviprabha,2,a,ha,R
Indradutt,1,t,tt,I
Mahati,2,i,ti,M
Manisila,2,a,la,M
Dakshina,1,a,na,D
Madhup,1,p,up,M
Lajja,2,a,ja,L
Kanak,1,k,ak,K
Chellam,2,m,am,C
Shrigauri,2,i,ri,S
Maahir,1,r,ir,M
Dayanita,2,a,ta,D
Suren,1,n,en,S
Tamra,1,a,ra,T
Ajaat,1,t,at,A
Mangesh,1,h,sh,M
Patala,2,a,la,P
Rwiju,1,u,ju,R
Neela,2,a,la,N
Shyamala,2,a,la,S
Ira,2,a,ra,I
Ushakanta,1,a,ta,U
Rina,2,a,na,R
Habib,1,b,ib,H
Sravanthi,2,i,hi,S
Laabh,1,h,bh,L
Pratibha,2,a,ha,P
Sohail,1,l,il,S
Bahubali,1,i,li,B
Abhinatha,1,a,ha,A
Manayi,2,i,yi,M
Indrajeet,1,t,et,I
Hemani,2,i,ni,H
Kamini,2,i,ni,K
Abhidhya,2,a,ya,A
Ahilya,2,a,ya,A
Nedumaan,1,n,an,N
Suhrid,1,d,id,S
Jeemutbahan,1,n,an,J
Sushama,2,a,ma,S
Bhumi,1,i,mi,B
Geeta,2,a,ta,G
Basabi,2,i,bi,B
Deviprasad,1,d,ad,D
Oojam,1,m,am,O
Bashir,1,r,ir,B
Hassan,1,n,an,H
Harsh; Haarsha,1,a,ha,H
Rajesh,1,h,sh,R
Ranjiv,1,v,iv,R
Shakti,1,i,ti,S
Sulakshana,2,a,na,S
"Vighnesh, Vignesh",1,h,sh,V
Udayasooriyan,1,n,an,U
Jeevitha,2,a,ha,J
Ariktha,2,a,ha,A
Mandarmalika,2,a,ka,M
Jhoomer,1,r,er,J
Ihit,1,t,it,I
Manoritha,2,a,ha,M
Vidula,2,a,la,V
Bhaskar,1,r,ar,B
Bhanuja,2,a,ja,B
Madhuparna,2,a,na,M
Nirmitha,2,a,ha,N
Dayada,1,a,da,D
Eshita,2,a,ta,E
Aastha,2,a,ha,A
Heramba,1,a,ba,H
Karabi,2,i,bi,K
Pralay,1,y,ay,P
Virabhadra,1,a,ra,V
Kaushik,1,k,ik,K
Suryakanti,2,i,ti,S
Samita,2,a,ta,S
Dandapaani,1,i,ni,D
Shaurav,1,v,av,S
Jhilmil,2,l,il,J
Prabhati,2,i,ti,P
Anirvan,1,n,an,A
Radha,2,a,ha,R
Ravindra Svarup,1,p,up,R
Mrinal,2,l,al,M
Iraja,2,a,ja,I
Vikas,1,s,as,V
Vardhana,1,a,na,V
Vallabhesvara,1,a,ra,V
Sudeepta,2,a,ta,S
Sandananda,1,a,da,S
Mukta,2,a,ta,M
Chiman,1,n,an,C
Guru,1,u,ru,G
Zarir,1,r,ir,Z
Geet,1,t,et,G
Suraj,1,j,aj,S
Rasesh,1,h,sh,R
Rustom,1,m,om,R
Tanya,2,a,ya,T
Baldev,1,v,ev,B
Tribhuvaneshwari,2,i,ri,T
Stuti,2,i,ti,S
Tarjani,2,i,ni,T
Abdul-Ghafoor,1,r,or,A
Shankar,1,r,ar,S
Elilarasu,1,u,su,E
Kaliranjan,1,n,an,K
Pratap,1,p,ap,P
Rajanigandha,2,a,ha,R
Doyel,2,l,el,D
Dharmendu,1,u,du,D
Guna,2,a,na,G
Dhvanya,1,a,ya,D
Suchira,2,a,ra,S
Aruni,1,i,ni,A
Bratati,2,i,ti,B
Daiwik,1,k,ik,D
"Keshori, Ketaki",2,i,ki,K
Purala,2,a,la,P
Deependu,1,u,du,D
Jwalia,1,a,ia,J
Lydia,2,a,ia,L
Makur,1,r,ur,M
Gulfam,1,m,am,G
Kadambari,2,i,ri,K
Sumitra,2,a,ra,S
Murari,1,i,ri,M
Shorashi,2,i,hi,S
Kruti,2,i,ti,K
Bandhananashini,2,i,ni,B
Katyayani,2,i,ni,K
Himaghna,1,a,na,H
Abhyudita,1,a,ta,A
Supriti,2,i,ti,S
Savitashri,2,i,ri,S
Utsav,1,v,av,U
Tufan,1,n,an,T
Deeptikana,2,a,na,D
Chanda,2,a,da,C
Sadhan,1,n,an,S
Datta,1,a,ta,D
Mihika,2,a,ka,M
Sugita,2,a,ta,S
Rushil,1,l,il,R
Snehal,2,l,al,S
Satish,1,h,sh,S
Sendhil,1,l,il,S
Somnath,1,h,th,S
Bhanu,1,u,nu,B
Mehrunissa,2,a,sa,M
Hindola,2,a,la,H
Taarank,1,k,nk,T
Devya,2,a,ya,D
Subhang,1,g,ng,S
Gaganasindhu,2,u,hu,G
Amanda,1,a,da,A
Tripurasundari,2,i,ri,T
Tridib,1,b,ib,T
Lekh,1,h,kh,L
Paramesh,1,h,sh,P
Varana,2,a,na,V
Shankari,2,i,ri,S
Jui,2,i,ui,J
Vandana,2,a,na,V
Aaliya,2,a,ya,A
Hastin,1,n,in,H
Ranga,1,a,ga,R
Sagar,1,r,ar,S
Chitrasen,1,n,en,C
Tapasi,2,i,si,T
Siya,2,a,ya,S
Faiz,1,z,iz,F
Ori,1,i,ri,O
Hasrat,2,t,at,H
Greeshma,2,a,ma,G
Latika,2,a,ka,L
Tarani,2,i,ni,T
Mahabala,1,a,la,M
Daha,1,a,ha,D
Prajesh,1,h,sh,P
Thulasi,2,i,si,T
Champakavathi,2,i,hi,C
Ipsa,2,a,sa,I
Abhilash,1,h,sh,A
Kalpa,1,a,pa,K
Chadna,2,a,na,C
Vatsal,1,l,al,V
Omarjeet,1,t,et,O
Sudhamay,1,y,ay,S
Shakambari,2,i,ri,S
Shirish,1,h,sh,S
Udita,2,a,ta,U
Ihina,2,a,na,I
Hiral,2,l,al,H
Dakshina,2,a,na,D
Nigam,1,m,am,N
Mandar,1,r,ar,M
Sevita,2,a,ta,S
Hemlata,2,a,ta,H
Pari,1,i,ri,P
Isar,1,r,ar,I
Kundan,1,n,an,K
Manibhushan,1,n,an,M
Anadi,1,i,di,A
Laghuvi,2,i,vi,L
Ahsan,1,n,an,A
Saloni,2,i,ni,S
Shaila,2,a,la,S
Cheliyan,1,n,an,C
Khemprakash,1,h,sh,K
Makshi,2,i,hi,M
Riya,2,a,ya,R
Sabrang,1,g,ng,S
Madhushri,2,i,ri,M
Akshay,1,y,ay,A
Vishwambhar,1,r,ar,V
Suhina,2,a,na,S
Ajanta,2,a,ta,A
Asita,2,a,ta,A
Danta,1,a,ta,D
Shabnum,2,m,um,S
Mithi,2,i,hi,M
Kanan,2,n,an,K
Manas,1,s,as,M
Shukti,2,i,ti,S
Anuttam,1,m,am,A
"Ananga, Anang",1,g,ng,A
Krandasi,2,i,si,K
Arumugan,1,n,an,A
Nipun,1,n,un,N
Abjit,1,t,it,A
Abdul-Azeez,1,z,ez,A
Shekhar,1,r,ar,S
Shaheena,2,a,na,S
Nimai,1,i,ai,N
Ganika,2,a,ka,G
Kumud,2,d,ud,K
"Ganga, Gangotri",2,i,ri,G
Namuchi,2,i,hi,N
Sinsapa,2,a,pa,S
Eelampirai,2,i,ai,E
Ravi,1,i,vi,R
Utsavi,2,i,vi,U
Mahith,1,h,th,M
Prateep,1,p,ep,P
Dayakar,1,r,ar,D
Sahil,1,l,il,S
Shiv,1,v,iv,S
Prateet,1,t,et,P
Harshini,2,i,ni,H
Ekaling,1,g,ng,E
"Shatrughna, Shatrughan",1,n,an,S
Jatan,1,n,an,J
Soman,1,n,an,S
Sinha,1,a,ha,S
Phoolan,2,n,an,P
"Rajarshi, Rajrishi",1,i,hi,R
Sanyog,1,g,og,S
Bharani,2,i,ni,B
Ziya,1,a,ya,Z
Kahini,2,i,ni,K
Jaigopal,1,l,al,J
Lohita,2,a,ta,L
Desiha,2,a,ha,D
Bahulika,2,a,ka,B
Tamali,2,i,li,T
Janya,1,a,ya,J
Kishmish,2,h,sh,K
Saroja,2,a,ja,S
Sutra,2,a,ra,S
Elilarasan,1,n,an,E
Samarjit,1,t,it,S
Madhu,2,u,hu,M
Zarna,2,a,na,Z
Iraiyavan,1,n,an,I
Radheshyam,1,m,am,R
Raakhi,2,i,hi,R
Neelesh,1,h,sh,N
Kanhaiya,1,a,ya,K
Mukut,1,t,ut,M
Shrilata,2,a,ta,S
Balakrishna,1,a,na,B
Neeladri,1,i,ri,N
Shwetika,2,a,ka,S
Naval,1,l,al,N
Ashraf,1,f,af,A
Nikhilesh,1,h,sh,N
Dhanvi,2,i,vi,D
Noshi,2,i,hi,N
Leela,2,a,la,L
Jowaki,2,i,ki,J
Udayan,1,n,an,U
Yuval,1,l,al,Y
Viresh,1,h,sh,V
Kanan,1,n,an,K
Pundarik,1,k,ik,P
Azhar,1,r,ar,A
Nedumaran,1,n,an,N
Latikara,2,a,ra,L
Aninditha,2,a,ha,A
Lavali,2,i,li,L
Sudhakar,1,r,ar,S
Swarnika,2,a,ka,S
Gunalakshmi,2,i,mi,G
Rajit,1,t,it,R
Anupama,2,a,ma,A
Bindu,2,u,du,B
Prabhakar,1,r,ar,P
Aafreen,1,n,en,A
Avni,2,i,ni,A
"Sajni, Sajani",2,i,ni,S
Surina,2,a,na,S
Maniram,1,m,am,M
Kunti,2,i,ti,K
Shrikrishna,1,a,na,S
Sachika,2,a,ka,S
Amir,1,r,ir,A
Ekaja,2,a,ja,E
Omesh,1,h,sh,O
Harendra,1,a,ra,H
Sarvadaman,1,n,an,S
Suvarna,2,a,na,S
Maari,1,i,ri,M
Banbihari,1,i,ri,B
Vijay,1,y,ay,V
Ranganath,1,h,th,R
