Name,Gender,LastLetter,LastTwoLetter,FirstLetter
Tvesa,2,a,sa,T
Meher,2,r,er,M
Gyandev,1,v,ev,G
Randhir,1,r,ir,R
Sanwariya,1,a,ya,S
Pranavi,2,i,vi,P
Gurveer,1,r,er,G
Sikata,2,a,ta,S
Dandak,1,k,ak,D
Malaya,2,a,ya,M
Lajwanti,2,i,ti,L
Jaidayal,1,l,al,J
Elilvendan,1,n,an,E
Ajinkya,1,a,ya,A
Kavini,2,i,ni,K
Rishi,1,i,hi,R
Satyendra,1,a,ra,S
Tanmaya,2,a,ya,T
Faarooq,1,q,oq,F
Aparijita,2,a,ta,A
Foolmala,2,a,la,F
Padmalochana,2,a,na,P
Smarajit,1,t,it,S
Ihitha,2,a,ha,I
Vilokan,1,n,an,V
Abdul-Jaleel,1,l,el,A
Taanusiya,2,a,ya,T
Vamana,1,a,na,V
Farida,2,a,da,F
Samskara,2,a,ra,S
Shishupal,1,l,al,S
Haadiya,1,a,ya,H
Sahitha,2,a,ha,S
Yaalmani,1,i,ni,Y
Shirshirchandra,1,a,ra,S
Ganendra,1,a,ra,G
Sanabhi,1,i,hi,S
Manika,2,a,ka,M
Sankari,2,i,ri,S
Sanjukta,2,a,ta,S
Chintya,1,a,ya,C
Kapardini,2,i,ni,K
Pivari,2,i,ri,P
Mohal,1,l,al,M
Varun,1,n,un,V
Jayanta,1,a,ta,J
Pratiti,2,i,ti,P
Satyasheel,1,l,el,S
"Falguni, Phalguni",1,i,ni,F
Bakula,2,a,la,B
Gaura,2,a,ra,G
Imaran,1,n,an,I
Dinapati,1,i,ti,D
Laavanya,1,a,ya,L
Kandan,1,n,an,K
Utsa,2,a,sa,U
Eka,1,a,ka,E
Upala,2,a,la,U
Tapati,2,i,ti,T
Sayam,1,m,am,S
Mahasweta,2,a,ta,M
Bilva,1,a,va,B
Mandira,2,a,ra,M
Badrinath,1,h,th,B
Acira,2,a,ra,A
Shreshta,1,a,ta,S
Tarpan,1,n,an,T
Vaijnath,1,h,th,V
Barsha,2,a,ha,B
Pravin,1,n,in,P
Ayush,1,h,sh,A
Benazir,2,r,ir,B
Salila,2,a,la,S
Devabrata,1,a,ta,D
Vidyut,1,t,ut,V
Somalakshmi,2,i,mi,S
Prasheila,2,a,la,P
Vihanga,1,a,ga,V
Dwaraka-daas,1,s,as,D
Zev,1,v,ev,Z
Tripti,2,i,ti,T
Heer,1,r,er,H
Shyamal,2,l,al,S
Uttam,1,m,am,U
Talat,1,t,at,T
Rajas,1,s,as,R
Maitreyi,2,i,yi,M
Ekagrah,1,h,ah,E
Ibraheem,1,m,em,I
Ekana,1,a,na,E
Devansh,1,h,sh,D
Aanadi,2,i,di,A
Pragun,1,n,un,P
Tarit,1,t,it,T
Upama,2,a,ma,U
Nikunja,1,a,ja,N
Aachman,1,n,an,A
Gunwanti,2,i,ti,G
Sandhaya,2,a,ya,S
Wajidali,1,i,li,W
Tamarai,2,i,ai,T
Nachiketa,1,a,ta,N
Chandranath,1,h,th,C
DuraiMurugan,1,n,an,D
Sahana,2,a,na,S
Pandhari,1,i,ri,P
Anusri,2,i,ri,A
Sarfaraz,1,z,az,S
Swapnasundari,2,i,ri,S
Ameya,1,a,ya,A
Ishita,2,a,ta,I
Amrapali,2,i,li,A
Aleem,1,m,em,A
Kaartikeya,1,a,ya,K
Surekha,2,a,ha,S
Subodh,1,h,dh,S
Iyyappan,1,n,an,I
Siraj,1,j,aj,S
Bina,2,a,na,B
Vaikunth,1,h,th,V
Vijul,2,l,ul,V
Rashi,2,i,hi,R
Vennela,2,a,la,V
Nilavoli,2,i,li,N
Thirumalai,1,i,ai,T
Baha Udeen,1,n,en,B
Chakradhar,1,r,ar,C
Akalmash,1,h,sh,A
Seemanta,1,a,ta,S
Anjana,2,a,na,A
Sarojini,2,i,ni,S
Divya,2,a,ya,D
Kamalesh,1,h,sh,K
Vimal,1,l,al,V
Palanimurugan,1,n,an,P
Deeptimoy,1,y,oy,D
Haimavati,2,i,ti,H
Mahaj,1,j,aj,M
Kulavardhini,2,i,ni,K
Samidha,2,a,ha,S
Ratnamala,2,a,la,R
Kuber,1,r,er,K
Baanke Bihaari,1,i,ri,B
Qasim,1,m,im,Q
Praval,1,l,al,P
Ainesh,1,h,sh,A
Anju,2,u,ju,A
Bhagaditya,1,a,ya,B
Piyali,2,i,li,P
Teerthankar,1,r,ar,T
Devdutta,1,a,ta,D
Rebanta,1,a,ta,R
Neeharika,2,a,ka,N
Bhoomika,2,a,ka,B
Ghanashyam,1,m,am,G
Garati,2,i,ti,G
Hiranya,2,a,ya,H
Sinchana,2,a,na,S
Umed,1,d,ed,U
Namdev,1,v,ev,N
Nuti,2,i,ti,N
Raksha,2,a,ha,R
Naasih,1,h,ih,N
Sanjula,2,a,la,S
Nityapriya,2,a,ya,N
Gaurika,2,a,ka,G
Dheeran,1,n,an,D
Evyavan,1,n,an,E
Rajhans,2,s,ns,R
Dhevaneyan,1,n,an,D
Pannalal,1,l,al,P
Janith,1,h,th,J
Srinivas,1,s,as,S
Markandeya,2,a,ya,M
Ratnakar,1,r,ar,R
Khalid,1,d,id,K
Uma,2,a,ma,U
Tarakeshwar,1,r,ar,T
Himadri,1,i,ri,H
Sundar,1,r,ar,S
Sunaya,2,a,ya,S
Manorama,2,a,ma,M
Nazima,2,a,ma,N
Nagarjun,1,n,un,N
Shrigeeta,2,a,ta,S
Ayati,2,i,ti,A
Apala,2,a,la,A
Kapila,2,a,la,K
Tamal,1,l,al,T
"Arun, Aroon",1,n,on,A
Unnati,2,i,ti,U
Shantala,2,a,la,S
Ashritha,2,a,ha,A
Deepamala,2,a,la,D
Yahvi,2,i,vi,Y
Poojan,1,n,an,P
Ketana,2,a,na,K
Prahlad,1,d,ad,P
Dilip,1,p,ip,D
Orion,1,n,on,O
Prayag,1,g,ag,P
Adhira,2,a,ra,A
Ikshu,1,u,hu,I
Farzana,2,a,na,F
Gnanamangala,2,a,la,G
Sushrut,1,t,ut,S
Ibhanan,1,n,an,I
Oorjit,1,t,it,O
Moksha,2,a,ha,M
Ryna,1,a,na,R
Kamadha,2,a,ha,K
Shaunak,1,k,ak,S
Aranam,2,m,am,A
Zahir,1,r,ir,Z
Vyomakesh,1,h,sh,V
Abhimoda,1,a,da,A
Sohan,1,n,an,S
Nand,1,d,nd,N
Rathin,1,n,in,R
Sutej,1,j,ej,S
Hemamdar,1,r,ar,H
Latangi,2,i,gi,L
Umrao,1,o,ao,U
Vasuki,2,i,ki,V
Thiruvoli,1,i,li,T
Viplab,1,b,ab,V
Varindra,1,a,ra,V
Chaaya,2,a,ya,C
Oindrila,2,a,la,O
Mansukh,1,h,kh,M
Harini,2,i,ni,H
Lalana,2,a,na,L
Basudha,1,a,ha,B
Zeena,2,a,na,Z
Ankitha,2,a,ha,A
Sarbajit,1,t,it,S
Farhad,1,d,ad,F
Purnendu,1,u,du,P
Sugreev,1,v,ev,S
Jignesh,1,h,sh,J
Sarang,1,g,ng,S
Shabalini,2,i,ni,S
Vallari,2,i,ri,V
Rana,1,a,na,R
Musheer,1,r,er,M
Bhairav,1,v,av,B
Pinga,2,a,ga,P
Kasturi,2,i,ri,K
Juhi,2,i,hi,J
"Falguni, Phalguni",2,i,ni,F
Timila,2,a,la,T
Gaganadipika,2,a,ka,G
Neeraja,2,a,ja,N
Rohit,1,t,it,R
Utkarsha,2,a,ha,U
Shivanne,2,e,ne,S
Zakir,1,r,ir,Z
Chandrodaya,1,a,ya,C
Sarama,2,a,ma,S
Pujita,2,a,ta,P
Deepitha,2,a,ha,D
Hemavati,2,i,ti,H
Daksha,2,a,ha,D
Himani,2,i,ni,H
Mriganka,1,a,ka,M
Ranjana,2,a,na,R
Madur,1,r,ur,M
Zerelda,2,a,da,Z
Ranjudeep,2,p,ep,R
Champakali,2,i,li,C
Gnanamalar,2,r,ar,G
Sanobar,1,r,ar,S
Guruttam,1,m,am,G
Gaurav,1,v,av,G
Lalima,2,a,ma,L
Anandalakshmi,2,i,mi,A
Wafiya,2,a,ya,W
Bandhula,2,a,la,B
Shaili,2,i,li,S
Yasmeen,2,n,en,Y
Omswaroop,1,p,op,O
Kushala,2,a,la,K
Jivika,2,a,ka,J
Tamas,1,s,as,T
Udichi,2,i,hi,U
Mrinalini,2,i,ni,M
Manjari,2,i,ri,M
Ajitesh,1,h,sh,A
Padmaroopa,2,a,pa,P
Rajeshri,2,i,ri,R
Rituraj,1,j,aj,R
Radhani,2,i,ni,R
Chakrapani,1,i,ni,C
Suruchi,2,i,hi,S
Harshit,1,t,it,H
Hasna,2,a,na,H
Khemchand,1,d,nd,K
Ina,2,a,na,I
Eshanya,2,a,ya,E
Payal,2,l,al,P
Samit,2,t,it,S
Mahijith,1,h,th,M
Patralika,1,a,ka,P
Devakanya,2,a,ya,D
Kanika,2,a,ka,K
Yoosuf,1,f,uf,Y
Viraj,1,j,aj,V
Jyotirmoy,1,y,oy,J
Omkareshwari,2,i,ri,O
Sapan,1,n,an,S
Manindra,1,a,ra,M
Bandhura,2,a,ra,B
Kishorekumar,1,r,ar,K
Rupali,2,i,li,R
Aparna,2,a,na,A
Ranjika,2,a,ka,R
Karunamay,1,y,ay,K
Aalia,2,a,ia,A
Riddhiman,1,n,an,R
Nityasree,2,e,ee,N
Sulochana,2,a,na,S
Malini,2,i,ni,M
Grhitha,2,a,ha,G
Shrihari,1,i,ri,S
Ulupi,2,i,pi,U
Jyestha,1,a,ha,J
Maheepati,1,i,ti,M
Suvarnaprabha,2,a,ha,S
Elavarasi,2,i,si,E
Kalki,1,i,ki,K
Yamuna,2,a,na,Y
Lekha,2,a,ha,L
Kaandhal,2,l,al,K
Maniya,2,a,ya,M
Tarunima,2,a,ma,T
Parikshit,1,t,it,P
Hoor,2,r,or,H
Neelmadhav,1,v,av,N
Natesh,1,h,sh,N
Kadambini,2,i,ni,K
Alamgir,1,r,ir,A
Raka,2,a,ka,R
Shripal,1,l,al,S
Bhanudas,1,s,as,B
Sudhamayi,2,i,yi,S
Pran,1,n,an,P
Mritsa,2,a,sa,M
Kunal,1,l,al,K
Aadidev,1,v,ev,A
Pachaimani,1,i,ni,P
Milap,1,p,ap,M
Arushi,2,i,hi,A
Elumalai,1,i,ai,E
Kajjali,2,i,li,K
Vedvalli,2,i,li,V
Brahmadutt,1,t,tt,B
Nachni,2,i,ni,N
Firdaus,1,s,us,F
Hamsini,2,i,ni,H
Titir,1,r,ir,T
Suniti,2,i,ti,S
Goerge,1,e,ge,G
Hetal,2,l,al,H
Utpalakshi,2,i,hi,U
Pramila,2,a,la,P
Surajit,1,t,it,S
Lingammal,2,l,al,L
Devahuti,2,i,ti,D
Vadiraj,1,j,aj,V
Aditri,2,i,ri,A
Kairavi,2,i,vi,K
Charuprabha,2,a,ha,C
Bhagwant,1,t,nt,B
Lambodar,1,r,ar,L
Pavani,2,i,ni,P
Pavak,1,k,ak,P
Marisa,2,a,sa,M
Mrinali,2,i,li,M
Kailashchandra,1,a,ra,K
Kanakabati,2,i,ti,K
Sudeep,1,p,ep,S
Kanwalkishore,1,e,re,K
Induprabha,2,a,ha,I
Sahaj,1,j,aj,S
Champamalini,2,i,ni,C
Nishith,1,h,th,N
Gnanamani,2,i,ni,G
Manadha,2,a,ha,M
Mriganayani,2,i,ni,M
Balamani,2,i,ni,B
Rafat,1,t,at,R
Ekanath,1,h,th,E
Dwijain,1,n,in,D
Aran,1,n,an,A
Purnanada,1,a,da,P
Shattesh,1,h,sh,S
Jitendra,1,a,ra,J
Kunja,1,a,ja,K
Rupashi,2,i,hi,R
Kalpita,2,a,ta,K
Antini,2,i,ni,A
Raksha,1,a,ha,R
Vasant,1,t,nt,V
Fawiza,2,a,za,F
Kamalapathi,1,i,hi,K
Sarthak,1,k,ak,S
Aadi,1,i,di,A
Niyati,2,i,ti,N
Manishankar,1,r,ar,M
Abdul-Haafiz,1,z,iz,A
Abhithi,2,i,hi,A
Keyur,1,r,ur,K
Manasi,1,i,si,M
Arivarasu,1,u,su,A
Smita,2,a,ta,S
Prabha,2,a,ha,P
Garry,1,y,ry,G
Kanchan,1,n,an,K
Sunandini,2,i,ni,S
Kushal,1,l,al,K
Ammar,1,r,ar,A
Shabari,2,i,ri,S
Havish,1,h,sh,H
Anjasa,1,a,sa,A
Virata,2,a,ta,V
Suchandra,2,a,ra,S
Sejal,2,l,al,S
Jayad,1,d,ad,J
Jeevan,1,n,an,J
Mangala,2,a,la,M
Edhas,1,s,as,E
Kamod,1,d,od,K
Charuvardhana,1,a,na,C
Dheemant,1,t,nt,D
Chittaranjan,1,n,an,C
Kartik,1,k,ik,K
Punita,2,a,ta,P
Prasiddhi,1,i,hi,P
Karishma,2,a,ma,K
Sumedh,1,h,dh,S
Sitara,2,a,ra,S
Samgram,1,m,am,S
Grihith,1,h,th,G
Jabbar,1,r,ar,J
Darshan,1,n,an,D
Naseen,2,n,en,N
Ruksana,2,a,na,R
Viswajit,1,t,it,V
Devika,2,a,ka,D
Shardul,1,l,ul,S
Anbu,1,u,bu,A
Oppilan,1,n,an,O
Agriya,1,a,ya,A
Zamir,1,r,ir,Z
Heera,2,a,ra,H
Bhajan,1,n,an,B
Kalpini,2,i,ni,K
Aaheli,2,i,li,A
Narois,2,s,is,N
Naini,2,i,ni,N
Lingamoorthy,1,y,hy,L
Aayushi,2,i,hi,A
Vyasa,1,a,sa,V
Omprakash,1,h,sh,O
Piyush,1,h,sh,P
Rajkumari,2,i,ri,R
Shankhamala,2,a,la,S
"Arati, Aaarti",2,i,ti,A
"Ethaha, Etasha",2,a,ha,E
Aathmika,2,a,ka,A
Parameshwar,1,r,ar,P
Gunalan,1,n,an,G
Sandeepan,1,n,an,S
Mohan,1,n,an,M
Vipra,1,a,ra,V
Pankaja,2,a,ja,P
Gandhik,1,k,ik,G
Yaduraj,1,j,aj,Y
Bhargyaraj,1,j,aj,B
Kesar,2,r,ar,K
Phanindra,1,a,ra,P
Dinanath,1,h,th,D
Ekram,1,m,am,E
Nandan,1,n,an,N
Faaris,1,s,is,F
Om,1,m,Om,O
Keerthi,2,i,hi,K
Jayendra,1,a,ra,J
Amritkala,2,a,la,A
Trayi,2,i,yi,T
Vaijayi,1,i,yi,V
Bhavya,2,a,ya,B
Kaustubh,1,h,bh,K
Yaksha,2,a,ha,Y
Chetan,1,n,an,C
Eila,2,a,la,E
Devaraj,1,j,aj,D
Danish,1,h,sh,D
Yuthika,2,a,ka,Y
Karna,1,a,na,K
Juily,2,y,ly,J
Naotau,1,u,au,N
Mythilli,2,i,li,M
Vardhaman,1,n,an,V
Pinaki,1,i,ki,P
Shravani,2,i,ni,S
Ruchir,1,r,ir,R
Veni,1,i,ni,V
Pradeepta,2,a,ta,P
Ravishu,1,u,hu,R
Chandrakanta,1,a,ta,C
Padmagriha,2,a,ha,P
Ekaparana,2,a,na,E
Aaloka,2,a,ka,A
Chandrabhan,1,n,an,C
Shatrujit,1,t,it,S
Sampat,1,t,at,S
Mrigendra,1,a,ra,M
Varuni,2,i,ni,V
Ved,1,d,ed,V
Shrivatsa,1,a,sa,S
"Anup, Anoop",1,p,op,A
Manjubala,2,a,la,M
Panini,1,i,ni,P
Chaman,1,n,an,C
Jharna,2,a,na,J
Mekhal,1,l,al,M
Komala,2,a,la,K
Taksheel,1,l,el,T
Hradha,2,a,ha,H
Ritkriti,2,i,ti,R
Kshirin,2,n,in,K
Jagadish,1,h,sh,J
Suchita,2,a,ta,S
Yayin,1,n,in,Y
Sita,2,a,ta,S
Sukriti,2,i,ti,S
Yatindra,1,a,ra,Y
Ambika,2,a,ka,A
Nitin,1,n,in,N
Reva,2,a,va,R
Sajala,2,a,la,S
Gandira,1,a,ra,G
Kundini,2,i,ni,K
Abhimani,1,i,ni,A
Atiya,1,a,ya,A
Sindhu,2,u,hu,S
Pravallika,2,a,ka,P
Amarta,2,a,ta,A
Gautam,1,m,am,G
Umashankar,1,r,ar,U
Gita,2,a,ta,G
Dakshata,2,a,ta,D
Tvarita,2,a,ta,T
Sudeshna,2,a,na,S
Deeptanshu,1,u,hu,D
Sabeena,2,a,na,S
Shyamalima,2,a,ma,S
Suchitra,2,a,ra,S
Jihan,1,n,an,J
Shriranga,1,a,ga,S
Pratik,1,k,ik,P
Motilal,1,l,al,M
Mahijuba,2,a,ba,M
Dilawar,1,r,ar,D
Maharath,1,h,th,M
Kedarnath,1,h,th,K
Madhavilata,2,a,ta,M
Buddhadeva,1,a,va,B
Devadas,1,s,as,D
Nihar,1,r,ar,N
Oditi,2,i,ti,O
Parakram,1,m,am,P
Hansini,2,i,ni,H
Sanika,2,a,ka,S
Shikhar,1,r,ar,S
Smaran,1,n,an,S
Devasree,2,e,ee,D
Jaitra,1,a,ra,J
Upasana,2,a,na,U
Mehdi,1,i,di,M
Pahal,2,l,al,P
Rakesh,1,h,sh,R
Har,1,r,ar,H
Shreyash,1,h,sh,S
Tanmayi,2,i,yi,T
Giva,2,a,va,G
Pavana,2,a,na,P
Vachan,1,n,an,V
Shefalika,2,a,ka,S
Medhya,2,a,ya,M
Jhinuk,2,k,uk,J
Nirmit,1,t,it,N
Paramita,2,a,ta,P
Satyavan,1,n,an,S
Juana,2,a,na,J
Najma,2,a,ma,N
Mayur,1,r,ur,M
Parinita,2,a,ta,P
Anulekha,2,a,ha,A
Atma,1,a,ma,A
Suman,1,n,an,S
Ilavarasan,1,n,an,I
Punyabrata,1,a,ta,P
Abhrakasin,1,n,in,A
Jashan,1,n,an,J
Rajani,2,i,ni,R
Murugan,1,n,an,M
Pathin,1,n,in,P
Elampirai,2,i,ai,E
Vatsala,2,a,la,V
Fravash,1,h,sh,F
Azzam,1,m,am,A
Chanchal,1,l,al,C
Tusharkanti,1,i,ti,T
Maalai,2,i,ai,M
Dheeman,1,n,an,D
Shams,1,s,ms,S
Kandavel,1,l,el,K
Arivalagan,1,n,an,A
Kaushika,2,a,ka,K
Shivlal,1,l,al,S
Som,1,m,om,S
Dhyana,1,a,na,D
Shashirekha,2,a,ha,S
Abhayananda,1,a,da,A
Faria,2,a,ia,F
Trilok,1,k,ok,T
Nipa,2,a,pa,N
Shri,2,i,ri,S
Krupa,2,a,pa,K
Jagath,1,h,th,J
Lingam,1,m,am,L
Premendra,1,a,ra,P
Vinayak,1,k,ak,V
Kshanaprabha,2,a,ha,K
Manavi,2,i,vi,M
Adalarasu,1,u,su,A
Bajrang,1,g,ng,B
Tejeshwar,1,r,ar,T
Amrita,2,a,ta,A
Malarvili,2,i,li,M
Dalapathi,1,i,hi,D
Dalajit,1,t,it,D
Baruna,2,a,na,B
Shrigopal,1,l,al,S
Rituparan,1,n,an,R
Urmika,2,a,ka,U
Kiya,2,a,ya,K
Intekhab,1,b,ab,I
Chitramala,2,a,la,C
Keya,2,a,ya,K
Kshaunish,1,h,sh,K
Kurangi,2,i,gi,K
Tathagata,1,a,ta,T
Razak,1,k,ak,R
Shakib,1,b,ib,S
Mayil,2,l,il,M
Lakshin,1,n,in,L
Avanija,2,a,ja,A
Anuj,1,j,uj,A
Palanivel,1,l,el,P
Trariti,2,i,ti,T
Ashu,1,u,hu,A
Manth,1,h,th,M
Shivangi,2,i,gi,S
Jyotsana,2,a,na,J
Sitakanta,1,a,ta,S
Rhea,2,a,ea,R
Umapati,1,i,ti,U
"Sharad, Sarat",1,t,at,S
Supriya,2,a,ya,S
Kunsh,1,h,sh,K
Rajendrakumar,1,r,ar,R
Jyran,1,n,an,J
Tannishtha,2,a,ha,T
Subhash,1,h,sh,S
Eta,2,a,ta,E
Uditi,2,i,ti,U
"Apurva, Apoorva",1,a,va,A
Vaijayanti,2,i,ti,V
Nikki,2,i,ki,N
Mubarak,1,k,ak,M
Rajahansa,2,a,sa,R
Rochi,2,i,hi,R
Abdul-Khaaliq,1,q,iq,A
Kvanh,1,h,nh,K
Anita,2,a,ta,A
Krittika,2,a,ka,K
Faisal,1,l,al,F
Dakshi,1,i,hi,D
Manaar,1,r,ar,M
Shyama,2,a,ma,S
Vasudev,1,v,ev,V
Mitul,1,l,ul,M
"Umanant, Umakant",1,t,nt,U
Padman,1,n,an,P
Kabir,1,r,ir,K
Jishnu,1,u,nu,J
Pyarelal,1,l,al,P
Madhur,2,r,ur,M
Nikhil,1,l,il,N
Sudipti,2,i,ti,S
Lakshmidhar,1,r,ar,L
Devamayi,2,i,yi,D
Pavani,1,i,ni,P
Pusti,2,i,ti,P
Tulasi,2,i,si,T
Waahid,1,d,id,W
Manik,1,k,ik,M
Nishant,1,t,nt,N
"Sukant, Sukanta",1,a,ta,S
Haima,2,a,ma,H
Gourangi,2,i,gi,G
Chaitan,1,n,an,C
Kanchi,2,i,hi,K
Surya,1,a,ya,S
Swapan,1,n,an,S
Thevan,1,n,an,T
Sharan,1,n,an,S
Harinaksh,1,h,sh,H
Gina,2,a,na,G
Giinni,2,i,ni,G
Kevalkumar,1,r,ar,K
Mohin,1,n,in,M
Neelotpal,1,l,al,N
Likhitha,2,a,ha,L
Anshuman,1,n,an,A
Shabana,2,a,na,S
Nakti,2,i,ti,N
Shridula,2,a,la,S
Atmaja,1,a,ja,A
Dattatreya,1,a,ya,D
Sual,1,l,al,S
Anjuman,1,n,an,A
Miraya,2,a,ya,M
Shameena,2,a,na,S
Sonam,2,m,am,S
Ramani,2,i,ni,R
Bishanpal,1,l,al,B
Devaj,1,j,aj,D
Arivuchelvan,1,n,an,A
Chandana,2,a,na,C
Yajnarup,1,p,up,Y
Abhyudaya,1,a,ya,A
Vibhishan,1,n,an,V
Champa,2,a,pa,C
Manditha,2,a,ha,M
Tuhin,1,n,in,T
Gitanjali,2,i,li,G
Prabhav,1,v,av,P
Aamani,2,i,ni,A
Mohamad,1,d,ad,M
Tanuj,1,j,uj,T
Manjeet,1,t,et,M
Swapna,2,a,na,S
Champika,2,a,ka,C
Mita,2,a,ta,M
Pradyumna,1,a,na,P
Saravanan,1,n,an,S
Aadhaya,2,a,ya,A
Isai,2,i,ai,I
Amita,2,a,ta,A
Girilal,1,l,al,G
Zuleika,2,a,ka,Z
Madhumay,1,y,ay,M
Pujit,1,t,it,P
Yugma,1,a,ma,Y
Ullalagi,2,i,gi,U
Druthi,2,i,hi,D
Ballari,2,i,ri,B
Ayog,1,g,og,A
Saquib,1,b,ib,S
Saras,1,s,as,S
Krishnakali,2,i,li,K
Laranya,2,a,ya,L
Nadir,1,r,ir,N
Aruni,2,i,ni,A
Chitresh,1,h,sh,C
Fadl,1,l,dl,F
"Valmiki, Valmik",1,k,ik,V
Meghana,2,a,na,M
Lakshmishree,2,e,ee,L
Jaiwant,1,t,nt,J
Dharmveer,1,r,er,D
Shanta,2,a,ta,S
Saruchi,2,i,hi,S
Triguna,2,a,na,T
Yadav,1,v,av,Y
Sahila,2,a,la,S
Hamid,1,d,id,H
Aashita,2,a,ta,A
Gunayukth,1,h,th,G
Shalini,2,i,ni,S
Wamil,2,l,il,W
Sanam,1,m,am,S
Agniprava,1,a,va,A
Nrupadh,1,h,dh,N
"Alaka, Alka",2,a,ka,A
Chanchal,2,l,al,C
Uthami,2,i,mi,U
Divyanga,1,a,ga,D
Anamitra,1,a,ra,A
Hemachandra,1,a,ra,H
Faraz,1,z,az,F
Lona,2,a,na,L
Hemendu,1,u,du,H
Pushkar,1,r,ar,P
Deepta,2,a,ta,D
Wajeeha,2,a,ha,W
Dakshakanya,2,a,ya,D
Bhavika,2,a,ka,B
Dakshesh,1,h,sh,D
Vipasa,2,a,sa,V
Pritikana,2,a,na,P
Vallabh,1,h,bh,V
Yudhisthir,1,r,ir,Y
Kanishta,1,a,ta,K
Anisa,1,a,sa,A
Ambarish,1,h,sh,A
Tvisha,2,a,ha,T
Priyanka,2,a,ka,P
Taha,1,a,ha,T
Nidhi,2,i,hi,N
Jyothi,2,i,hi,J
Binata,2,a,ta,B
Sangupt,1,t,pt,S
Poojit,1,t,it,P
Himmat,1,t,at,H
Prajin,1,n,in,P
Fulki,2,i,ki,F
Nirmal,1,l,al,N
Paramananda,1,a,da,P
Damayanti,2,i,ti,D
Muthu,1,u,hu,M
Daman,1,n,an,D
Abdullah,1,h,ah,A
Adwiteya,2,a,ya,A
Ilango,1,o,go,I
Toshan,1,n,an,T
Vibha,2,a,ha,V
